,0,1
0,42.024109943570025,-52.8275980798316
1,-50.08343524333723,52.241216404108656
2,-65.3283480302382,-40.91259605935221
3,66.65663946543012,47.64861499227679
4,-44.13036653841851,-15.59541788772684
5,-4.843130950258142,46.14333932143292
6,69.27266423546023,-14.916364927629418
7,7.649717795567647,-29.194663242006634
8,74.25568732407848,-10.566321295261426
9,-78.20074887917664,4.007352680194341
10,25.85486819871837,-46.616886508927934
11,45.9019996986847,-90.50665403687462
12,38.69119330161241,-30.984155546240867
13,-20.539989853249395,-83.23785420011599
14,78.88730177447935,-6.283929031113654
15,27.631097258039965,88.17670541025802
16,15.04225707709426,41.322688617020724
17,3.891736887647877,7.056281212572975
18,-6.34837356213101,-68.75750017705008
19,-28.329843038081304,9.780450332609872
20,-68.50318648864152,-43.170498286714675
21,-48.08296463659121,55.43691559648216
22,-40.20611278715518,6.6921485419586535
23,66.73790450675378,47.016560990673135
24,16.540555785056238,-58.69597719726576
25,19.229686164465093,22.89764059033359
26,-57.289737734861404,-15.456228717273627
27,20.669202557587482,-33.657096779943814
28,14.21731092815351,77.54006929642651
29,33.27262989249874,94.36465940390838
30,13.450550537577852,54.56444634572268
31,0.7232766131826089,10.145840907182505
32,-18.50702083282467,-73.23718097175346
33,-29.653892911808125,13.411069644317203
34,-49.89499157183703,41.63800634722909
35,44.76147248815518,-83.74875269449278
36,-11.9815725552041,-73.37565759760845
37,-48.849961697662685,43.299577951772086
38,1.9086108821428243,63.428675037692926
39,-23.261393826434006,-77.44239501828784
40,75.76598406449907,7.123450914482097
41,13.13028689704419,3.150028364040042
42,11.414914561597657,69.54139058843883
43,-27.18090426963953,6.028074677938324
44,47.29927218543657,-23.69152854766529
45,-42.13769817178055,-3.6169390424903733
46,23.919210797458664,-0.6815544458799053
47,49.46809136906214,-78.95555114331378
48,41.43274170563395,-25.551003681590057
49,16.447910818278334,-30.449168415537194
50,23.23976513759571,-45.123686650094186
51,-63.84806277999497,57.47842806813458
52,-0.18321329651540075,83.47739028955652
53,-30.321727014794,10.64957500961257
54,-77.85384347985706,-14.848109135190455
55,4.0901990166366,1.9508622757619603
56,-68.73855864518418,67.59082422538614
